Designator,Mid X,Mid Y,Layer,Rotation
C1,-2.54, 6.35,Top,270.0
C2, 2.54, 6.35,Top,270.0
C3, 0.00, 3.30,Top,90.0
EN,-2.41, 2.54,Top,180.0
IC1, 0.00, 6.35,Top,270.0
L1, 0.46, 8.76,Top,0.0
R1, 1.73, 3.30,Top,270.0
R2, 2.84, 3.30,Top,90.0
